	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
PPIC	725	1941	1309	716	3987	2885	3207	1906	3036	3153
PPID	477	255	368	2419	4076	1591	1602	1273	1955	2215
PPIE	758	1231	1190	2353	1846	1671	2231	1291	1812	1428
PPIF	2712	6355	2755	5754	4900	4912	4177	2642	5466	5172
PPIG	379	189	693	2280	4296	2913	3038	1823	3777	2283
PPIH	675	323	923	3034	1355	852	1542	681	1131	1539
PPIL1	592	439	821	1656	1780	550	2046	657	935	1244
PPIL2	474	1050	1049	1344	1398	3441	1258	1207	3291	2763
PPIL3	290	298	157	573	1374	545	425	379	740	688
PPIL4	197	65	418	1660	1583	896	1468	850	1393	1085
PPIL6	16	34	44	264	100	55	59	43	68	32
PPIP5K1	179	249	327	663	841	1290	479	504	970	1026
PPIP5K2	296	78	602	1564	2016	2393	1842	1431	2376	2860
PPL	393	566	1490	695	6655	1382	336	1730	1833	928
PPM1A	692	375	1383	3538	2048	4312	3841	3049	4131	6223
PPM1B	401	527	787	2172	2369	3140	2130	1661	3062	3741
PPM1D	148	127	249	883	1070	946	618	568	860	1114
PPM1F	252	616	1022	1286	953	1384	1098	1204	1317	751
PPM1G	2206	5442	4664	6336	6838	5475	4002	2734	6455	6710
PPM1H	507	605	584	877	2925	506	418	275	625	388
PPM1J	9	16	23	55	38	26	64	16	33	52
PPM1K	102	57	234	1248	642	482	535	408	1119	489
PPM1L	68	101	219	439	461	1192	651	1336	1045	923
PPM1M	192	215	476	1232	639	484	1170	698	692	465
PPM1N	23	51	72	284	89	31	72	17	47	19
PPME1	606	1911	1190	3231	4061	1917	1624	1316	2335	2069
PPOX	205	346	364	743	580	480	325	251	381	231
PPP1CA	4067	3993	7542	9816	12638	10986	10679	5994	11561	15515
PPP1CB	1741	1075	3150	9986	10574	11219	16716	12687	12862	18357
PPP1CC	1611	808	2797	11794	4089	7114	8842	6829	9170	12198
PPP1R10	830	1648	1955	1055	5095	6705	1847	1993	4965	4351
PPP1R11	797	984	1662	2549	4944	5100	4334	3119	4873	6612
PPP1R12A	322	242	837	3195	2044	2934	4431	4626	3125	2785
PPP1R12B	245	271	3636	1147	3167	9929	24450	28258	6404	4100
PPP1R12C	695	1652	2153	4105	3284	4857	5539	4521	3349	3591
PPP1R13B	348	970	775	1764	1323	2683	1267	993	2408	2918
PPP1R13L	532	2175	1468	1656	1668	900	306	279	846	918
PPP1R14A	192	54	1000	236	369	483	4063	3370	269	398
PPP1R14B	1159	782	1599	2195	4126	2061	1937	1068	1895	2337
PPP1R14BP3	57	53	71	322	568	355	306	176	303	308
PPP1R14C	327	181	449	22	2633	1505	524	606	1092	1768
PPP1R14D	524	369	920	475	3616	3982	3160	2028	3132	6345
PPP1R15A	1204	851	2621	29296	7177	10957	1897	1479	2579	2324
PPP1R15B	691	601	1051	4604	3788	4711	3411	2526	4396	5506
PPP1R16A	842	1989	1435	1795	3080	2721	955	705	1825	2094
PPP1R16B	43	46	240	1035	154	1188	472	858	2766	1272
PPP1R18	429	165	2180	2928	1585	1354	2677	1814	3534	2124
PPP1R1B	2915	6771	6748	17883	15188	19822	15501	7260	17910	17806
PPP1R2	553	473	1198	2737	4663	2490	3160	2136	2764	3005
PPP1R21	238	156	423	1429	1061	1132	1221	935	1042	1305
PPP1R26	233	1199	797	939	2523	2255	559	660	1683	1223
PPP1R26-AS1	52	80	60	195	411	252	86	75	271	150
PPP1R32	26	81	56	79	77	96	41	32	61	23
PPP1R35	462	353	711	2125	1171	580	489	221	525	381
PPP1R36	48	21	89	165	67	416	230	214	304	269
PPP1R37	534	1416	1596	3991	1994	2122	945	748	1948	1698
PPP1R3B	455	269	665	1857	1268	2668	1348	1183	1824	1746
PPP1R3C	17	2	301	103	198	139	942	916	104	143
PPP1R3D	188	502	243	612	1956	396	393	404	543	595
PPP1R3E	67	127	153	413	225	481	300	213	592	274
PPP1R3F	34	50	87	116	64	90	158	125	112	56
PPP1R3G	60	12	86	66	74	155	163	151	233	48
PPP1R7	749	1329	1686	1873	4067	2746	2937	1954	3074	3659
PPP1R8	329	589	969	3288	2188	1776	2946	1416	2130	2058
PPP1R9A	150	123	258	26	613	786	550	611	693	535
PPP1R9B	639	1573	1982	2642	3327	2474	1051	1036	3394	2244
PPP2CA	1255	1098	2848	4702	7949	5061	6672	4002	5881	7649
PPP2CB	991	756	1884	4039	2956	4626	4806	3664	4419	7428
PPP2R1A	4225	18067	8298	22646	19971	17393	12375	9683	16109	18352
PPP2R1B	404	236	838	1710	2880	2029	1486	1156	2298	3394
PPP2R2A	750	303	1034	5994	2363	1709	2339	1312	1997	2780
PPP2R2B	4	0	75	67	57	49	343	223	73	99
PPP2R2C	36	48	281	2	213	29	122	80	54	28
PPP2R2D	415	773	659	1084	1481	1333	1127	822	1245	1239
PPP2R3A	59	58	155	222	358	1378	868	1081	938	1573
PPP2R3B	279	1088	573	712	709	394	160	105	358	283
PPP2R3C	189	41	427	1640	798	996	1461	873	1122	1091
PPP2R4	1726	2346	3239	9150	7205	6312	6928	4642	6187	8862
PPP2R5A	515	534	1378	3858	4925	3747	3620	2448	3874	6599
PPP2R5B	304	386	628	869	763	1593	1231	836	1206	1161
PPP2R5C	1267	750	2203	6044	5309	5027	6095	4584	6829	5310
PPP2R5D	796	1216	1404	2083	3048	2924	1973	2064	2943	3507
PPP2R5E	333	164	630	2878	1478	2837	2284	1575	3124	3083
PPP3CA	297	283	1281	2512	2509	2242	1450	1711	3235	1954
PPP3CB	368	229	926	1727	2047	1997	3402	2528	2084	2253
PPP3CB-AS1	39	35	69	145	195	252	181	136	301	191
PPP3CC	129	64	325	890	340	636	724	382	711	526
PPP3R1	536	225	665	3841	2682	1809	2003	1485	2008	2652
PPP4C	2980	8023	9499	8598	5823	4305	5011	2242	4244	5542
PPP4R1	398	295	958	2452	6785	3052	2897	1782	2824	3472
PPP4R1L	63	73	287	790	1145	347	219	207	171	180
PPP4R2	401	89	664	2452	3441	2671	1922	1523	2686	2947
PPP5C	933	2362	1891	6368	3461	3252	2890	1636	3217	2636
PPP6C	847	398	1137	4238	3860	3762	3298	2235	3816	4818
PPP6R1	1005	2794	2375	8249	5987	4898	2944	2125	6521	5455
PPP6R2	689	2128	1699	2467	1764	4119	1951	1463	3110	2785
PPP6R3	829	776	1514	3413	5497	4999	3055	2782	5210	5444
PPRC1	350	2007	1297	2080	3258	1821	1092	666	1627	1444
PPT1	1148	594	2618	9695	5557	2757	6902	4280	3426	3607
PPT2	78	41	132	335	627	436	216	251	326	254
PPT2-EGFL8	7	37	17	50	35	43	21	7	35	16
PPTC7	303	401	715	2236	1170	3032	2109	1587	2610	3654
PPWD1	226	169	420	770	1382	754	755	538	1096	879
PQBP1	1789	4763	3550	3448	2962	2346	2752	1588	2343	2369
PQLC1	362	1622	1446	2176	991	5800	2363	1886	4165	4340
PQLC2	121	429	437	879	411	700	422	309	615	528
PQLC3	283	251	829	1207	564	766	1223	894	813	896
PRAC2	29	7	52	160	49	464	236	4	290	3
PRADC1	471	907	849	1457	487	1765	2103	933	1603	1471
PRAF2	119	494	342	444	349	306	572	469	312	261
PRAM1	26	18	183	165	48	49	55	38	54	69
PRAP1	3151	1602	2824	3873	16502	2082	752	2431	1483	6781
PRC1	528	619	736	1282	2349	1294	768	663	1833	2633
PRCC	627	691	1213	1939	3195	2816	2268	1640	2736	3133
PRCD	8	4	15	27	15	40	31	36	76	12
PRCP	1137	449	2125	5062	4258	2622	3665	2947	3322	2595
PRDM1	270	76	444	911	959	4171	1199	548	2042	2448
PRDM10	59	154	176	546	775	834	432	310	922	723
PRDM11	108	241	241	418	800	663	443	574	638	374
PRDM15	74	321	225	358	265	582	145	156	920	348
PRDM16	9	10	38	325	127	117	94	129	208	38
PRDM2	259	326	682	1728	1812	2533	1571	1234	3106	1713
PRDM4	362	732	809	1889	1807	2618	1274	1160	2232	2721
PRDM5	47	60	82	431	395	204	476	245	281	239
PRDM6	4	53	114	76	82	152	437	458	89	73
PRDM8	17	6	95	487	60	150	449	343	182	78
PRDX1	3114	1465	5592	18562	11487	5893	11584	6781	6188	13298
PRDX2	3919	8882	5262	12812	15388	7947	11714	5694	8238	9451
PRDX3	2293	1682	3860	13518	6774	5945	13293	6517	6979	7982
PRDX4	3367	3773	4391	7101	4815	1948	5289	1725	2660	2665
PRDX5	12162	13488	8594	10795	30857	19382	19470	7469	19132	15098
PRDX6	1782	1773	3115	11290	10732	28632	12464	10603	22235	20849
PREB	1185	1469	1892	4644	5503	2396	3595	1587	2517	2960
PRELID1	1082	1697	4031	2800	5809	4100	5337	2143	2798	5513
PRELID1P1	1	11	20	32	73	39	69	25	35	57
PRELID2	184	107	308	546	596	1242	780	573	993	1879
PRELP	183	43	1267	466	894	2008	3763	7809	1351	689
PREP	1242	3029	2654	3419	4806	4997	3350	2461	5160	5530
PREPL	256	266	538	2125	3671	1582	1794	1620	2274	2050
PREX1	282	451	1116	1837	4296	1967	1317	1095	3022	1955
PREX2	18	6	103	113	114	281	295	307	291	154
PRF1	49	33	88	1422	158	252	614	211	312	2247
PRICKLE1	14	15	104	70	111	110	134	125	155	82
PRICKLE2	94	80	244	128	275	410	829	1218	371	274
PRICKLE3	219	867	533	1120	651	530	315	275	517	358
PRICKLE4	52	77	93	154	299	361	138	126	238	111
PRIM1	142	83	153	794	692	272	423	194	400	503
PRIM2	156	117	234	1065	825	424	632	338	612	745
PRIMPOL	100	27	126	628	472	532	736	415	618	474
PRKAA1	592	237	1227	4353	5199	4018	4351	2796	4585	4561
PRKAB1	1060	2018	1845	2967	4710	4374	2644	1971	3269	3575
PRKAB2	193	214	473	1743	1422	1241	1863	1909	1266	906
PRKACA	537	1165	1387	3091	3000	4080	3407	2541	3965	4492
PRKACB	469	100	882	1101	683	7433	7130	5371	7825	8602
PRKAG1	759	620	1171	3623	4439	2219	3657	1845	2491	2499
PRKAG2	200	192	658	1575	1530	1762	2128	1198	2074	1279
PRKAG2-AS1	8	28	27	234	42	216	149	84	193	91
PRKAR1A	1142	1066	2497	6121	11987	5748	7615	6472	7613	6537
PRKAR1B	1011	1600	1952	2047	3274	1582	1338	1067	1688	869
PRKAR2A	553	848	1513	1952	4306	5400	3405	2496	5506	5359
PRKAR2A-AS1	3	9	20	38	39	91	35	30	98	55
PRKAR2B	19	5	261	325	125	794	1920	758	988	949
PRKCA	296	871	601	891	831	3361	2370	2756	2549	2632
PRKCB	20	15	245	596	57	909	1394	1353	2524	1437
PRKCD	913	2039	2711	2642	4783	6467	2180	2267	5722	7877
PRKCDBP	495	67	1269	1183	801	323	842	1222	300	295
PRKCE	52	164	192	427	188	775	695	671	1045	693
PRKCH	105	64	312	686	708	575	414	584	963	920
PRKCI	312	226	456	3318	3328	2038	2308	1209	2336	2710
PRKCQ	63	50	28	722	355	102	145	73	181	216
PRKCQ-AS1	74	53	53	549	406	165	242	59	187	138
PRKCSH	4253	13859	9399	10370	21203	16951	6713	8417	18380	15017
PRKCZ	348	946	961	1519	3369	1850	1016	692	1744	1981
PRKD1	142	28	288	140	278	137	432	383	172	86
PRKD2	532	2934	1456	5365	3213	3061	1349	1332	3329	4457
PRKD3	265	134	442	1540	1651	1210	2474	1844	2230	1496
PRKDC	2000	1811	3318	3676	6532	5610	2550	3486	9672	8428
PRKG1	73	21	236	271	1224	569	1235	1379	510	627
PRKG2	9	0	18	71	62	1015	223	200	584	854
PRKRA	381	289	704	2076	2545	1232	2109	1222	1501	1342
PRKRIP1	290	406	542	1363	1129	855	715	532	870	656
PRKRIR	326	140	585	1982	2677	1895	3279	1444	2500	2199
PRKX	242	523	374	1043	1248	2107	682	874	1634	1842
PRLR	94	130	690	1466	1022	1211	568	538	2270	1374
PRMT1	4806	14150	6447	25157	7730	4048	6467	2882	5063	4241
PRMT2	952	4485	2485	3726	2693	3336	5092	3134	3318	3197
PRMT3	353	207	417	657	1590	445	745	369	584	523
PRMT5	911	822	1596	4773	2942	2030	2399	1351	2467	2141
PRMT6	165	17	312	807	713	1132	1177	608	1120	747
PRMT7	422	2388	1204	1835	1818	1523	1046	673	1348	1231
PRMT9	96	33	150	416	460	379	372	280	437	315
PRNP	729	1321	2677	4597	3813	2485	13426	9548	2786	2241
PROB1	55	54	131	159	213	482	135	95	554	595
PROC	34	91	26	309	318	166	29	26	115	15
PROCA1	29	56	37	190	42	72	23	34	74	27
PROCR	421	701	832	4064	3287	792	1368	859	778	872
PRODH	33	31	19	53	18	208	32	42	118	19
PROM1	230	1181	2416	77	10088	6079	2520	3756	4287	7838
PROM2	676	344	398	28	316	3782	2024	1190	3898	4708
PRORSD1P	8	17	15	154	97	97	56	60	103	52
PROS1	210	155	1138	798	3261	1227	2738	1528	2173	1167
PROSC	539	500	1020	3195	4779	4013	2826	2259	3820	5010
PROSER1	609	1852	860	2621	15034	2798	1338	1046	3323	2817
PROSER2	75	129	319	520	1234	427	243	174	361	370
PROSER3	95	318	212	934	513	630	255	190	528	429
PROX1	234	234	603	155	6338	663	330	284	807	303
PROX1-AS1	8	16	42	12	273	13	10	16	20	7
PRPF18	78	14	116	667	681	488	481	340	528	613
PRPF19	2082	3761	3384	7605	10002	5209	5322	3594	8324	7272
PRPF3	496	625	866	2454	2268	1522	937	672	1543	1347
PRPF31	677	1360	1455	3696	2102	1823	1395	1162	1872	1927
PRPF38A	551	423	717	3396	2594	2702	2286	1484	2924	3092
PRPF38B	642	337	688	2662	2588	2733	1855	1253	3319	1775
PRPF39	165	91	276	2496	988	814	816	479	1014	548
PRPF4	663	589	1271	3256	2233	1274	1539	877	1538	1444
PRPF40A	781	816	1152	5379	9052	3637	3473	2247	4636	5116
PRPF40B	46	131	98	219	629	215	207	170	202	110
PRPF4B	548	499	901	2101	4544	3390	2523	1587	3493	3335
PRPF6	1694	8073	5497	4989	20951	5522	2979	3342	5865	5531
PRPF8	2740	6715	5387	15473	19415	16188	6603	9235	19877	17532
PRPH2	11	1	43	13	29	50	18	40	41	38
PRPS1	696	796	898	4622	1252	706	1728	913	1308	1021
PRPS1P2	5	11	18	60	22	42	23	30	50	32
PRPS2	1229	2070	2167	4218	3931	2508	3577	1756	3019	2800
PRPSAP1	549	919	1086	2736	2538	1831	1361	1193	1906	2030
PRPSAP2	259	155	332	3315	2000	1317	1364	779	1692	1041
PRR11	143	225	227	809	932	600	273	204	817	772
PRR12	387	1792	1224	2583	2925	2917	881	1218	2793	1934
PRR13	2734	3181	3040	8221	9228	8620	7822	4956	8294	14063
PRR13P5	19	76	34	172	215	179	213	93	194	315
PRR14	476	812	1701	1995	2157	1809	1161	966	1608	1523
PRR14L	343	442	745	1508	776	3515	939	1058	3134	4109
PRR15	1827	1294	1886	2443	11131	6653	3035	2938	6921	10988
PRR15L	2199	3040	2032	13682	7582	6444	7486	4058	5333	16150
PRR16	41	8	66	192	69	70	115	147	92	56
PRR19	27	63	22	824	51	26	19	17	21	22
PRR22	32	133	52	59	83	171	23	18	72	51
PRR26	68	274	133	1310	719	886	468	482	745	496
PRR29	19	9	24	158	65	61	35	39	62	21
PRR3	112	92	146	538	463	345	315	242	425	303
PRR34-AS1	64	13	103	277	90	179	199	108	146	255
PRR36	284	130	577	308	973	40	15	25	49	9
PRR4	3	6	3	31	42	15	9	16	24	17
PRR5	252	492	484	854	574	1065	467	326	920	1014
PRR5-ARHGAP8	6	10	9	51	17	14	6	5	12	5
PRR5L	667	1244	1183	1538	1872	4785	2724	2132	4262	7286
PRR7	125	454	770	332	380	44	39	25	60	30
PRR7-AS1	6	50	53	20	52	18	1	1	15	2
PRRC1	483	574	1212	3452	4145	3241	2832	2056	4370	4091
PRRC2A	1823	5493	4092	7620	14898	13006	6064	6269	14495	11442
PRRC2B	785	3130	2390	5534	6523	6828	3157	3646	8020	4199
PRRC2C	781	1676	1834	4627	7106	8521	2738	2881	10871	8194
PRRG1	165	147	600	614	921	547	538	393	497	521
PRRG2	138	257	292	1085	1101	901	495	322	783	889
PRRG4	186	148	370	3155	1536	1922	1759	765	1852	2625
PRRT1	13	12	63	173	83	165	155	201	122	108
PRRT2	5	102	108	35	43	365	160	92	126	182
PRRT3	26	41	85	171	121	107	110	95	112	51
PRRT3-AS1	59	60	3	180	78	32	80	25	39	39
PRRX1	236	41	604	1030	597	171	472	443	452	115
PRRX2	85	5	95	70	39	30	63	40	48	19
PRSS12	25	188	286	483	306	1672	499	472	1034	1261
PRSS16	162	244	221	317	678	1263	800	379	1309	1267
PRSS22	194	659	1288	1211	2550	79	368	17	93	39
PRSS23	5060	1067	3830	3070	6082	4824	7563	8566	6313	4602
PRSS27	5	6	12	28	12	36	84	13	18	13
PRSS3	2611	4534	3745	16729	7816	7309	7266	3016	4770	8156
PRSS30P	5	7	43	36	28	19	11	4	17	20
PRSS33	6	1044	82	53	666	6	31	7	3	14
PRSS36	19	116	222	205	263	295	132	138	188	231
PRSS53	11	99	38	118	21	46	20	7	26	5
PRSS8	2442	12648	12303	9053	15764	25390	12604	10010	19843	30260
PRTFDC1	156	107	183	1346	171	255	601	359	332	380
PRUNE	335	419	596	2356	2396	1640	1686	1122	1653	1570
PRUNE2	193	768	1461	1964	1918	2547	6597	11857	1954	3772
PRX	20	51	74	112	91	251	145	320	237	211
PSAP	17335	25886	57492	80321	59763	57500	49340	49589	61357	70089
PSAT1	562	1179	182	5819	2404	114	498	478	501	908
PSD	78	105	1461	216	453	741	6903	5537	329	493
PSD3	204	75	456	597	568	2549	689	1046	2697	1911
PSD4	710	2161	1690	4139	3606	5326	1546	1242	5464	4985
PSEN1	1022	851	2287	5975	3885	7269	4261	3650	6904	10411
PSEN2	311	1149	601	625	1867	1078	1075	670	891	1320
PSENEN	181	244	474	2509	2252	1582	2741	1136	1441	2035
PSIP1	344	65	582	2623	4173	2147	2834	2550	3971	2060
PSKH1	380	2797	1520	1268	2751	3850	1833	1647	2894	2616
PSMA1	909	535	1053	4960	4617	1796	3734	1514	2022	3541
PSMA2	77	31	240	1053	1001	492	1494	496	576	940
PSMA3	1178	536	1502	6356	2661	2145	7095	2030	2847	5549
PSMA3-AS1	183	79	396	1103	1084	1628	875	724	1601	942
PSMA4	1573	455	1897	6779	6738	3976	11802	3372	5320	9948
PSMA5	2258	1496	2082	8151	4689	3589	8829	2731	4224	7515
PSMA6	415	227	540	2810	899	949	2980	826	1298	2324
PSMA7	5571	10370	9939	14958	25669	5268	11474	4226	6365	8421
PSMB1	3072	3129	6781	11648	10767	4845	11210	4657	5447	8915
PSMB10	505	3175	1561	2543	2280	2380	6842	1293	2600	8949
PSMB2	1515	1735	2237	5639	4062	3736	5352	2338	3935	7109
PSMB3	2364	3700	3533	8941	6205	3738	6837	2586	3897	7304
PSMB4	3217	5061	5359	17707	12432	6406	12495	5120	6975	10876
PSMB5	2123	3098	3223	4296	4553	3131	5575	2721	3346	5606
PSMB6	1246	1406	1619	6279	5732	3087	5392	2914	3245	4958
PSMB7	2123	1948	3175	6282	6686	3898	5635	2969	4477	5428
PSMB8	2448	3005	4755	5150	6508	4850	17225	3268	5512	18208
PSMB8-AS1	90	83	246	498	471	453	1115	316	641	942
PSMB9	1008	1527	2038	3198	2686	1332	13521	1131	1864	16141
PSMC1	207	131	418	1095	705	744	1143	557	830	1172
PSMC1P1	9	15	10	34	23	6	38	11	19	27
PSMC2	1605	814	2527	7334	5261	2359	4995	2307	2937	3988
PSMC3	1944	1873	3409	4434	5875	4410	7272	3330	4655	6941
PSMC3IP	53	53	80	449	135	110	165	68	153	135
PSMC4	1480	3247	2653	11924	4630	3658	5468	2397	3884	6161
PSMC5	1701	2300	2616	4890	5474	4483	5290	3547	4718	5910
PSMC6	773	204	1111	5523	2796	2199	4009	1756	2591	3107
PSMD1	1086	1612	1873	3083	6416	4356	4152	3496	5039	7702
PSMD10	833	1091	1512	3996	2993	1436	2609	1318	1865	1923
PSMD11	1074	1182	1771	3434	5694	3582	4206	2647	4385	6585
PSMD12	552	528	791	3722	3272	1605	2126	1099	1824	2649
PSMD13	2104	1684	3542	9061	7693	4517	7439	3263	4783	6960
PSMD14	1293	902	1429	4919	5092	1759	4107	1544	2374	3060
PSMD2	2601	5286	5198	10449	10334	8886	8735	6180	8951	13595
PSMD3	2586	4649	3877	12566	8806	6967	6570	3806	7040	10138
PSMD4	2146	4724	3735	6404	7252	4579	5791	3757	5054	5407
PSMD5	428	281	624	3172	2537	1262	1639	1238	1876	2129
PSMD5-AS1	211	157	515	858	1256	857	722	595	1934	858
PSMD6	746	710	1227	2109	4110	2051	2885	1627	2614	2713
PSMD7	996	2624	2801	3740	5886	3000	4888	2124	3595	3463
PSMD8	2776	5534	4905	19118	9119	5552	8851	4099	6409	7085
PSMD9	351	445	552	1530	569	1024	1333	666	992	996
PSME1	3109	1343	5929	16403	7225	7809	22597	6065	8480	28028
PSME2	1992	730	3621	8591	3595	5090	22736	3689	5521	35782
PSME2P2	37	13	60	56	41	24	205	19	40	250
PSME3	1599	2059	2566	6166	9411	4790	4723	2957	5615	6613
PSME4	591	294	918	2774	3039	1998	1727	1390	2798	3221
PSMF1	2461	3645	2945	6500	4969	5893	5788	3924	6368	6843
PSMG1	508	344	752	960	935	1053	1288	672	1232	1201
PSMG2	347	257	568	3412	2075	1889	2668	1801	2313	3002
PSMG3	882	513	1228	1787	1240	1042	1327	532	979	1008
PSMG3-AS1	149	20	132	113	295	539	260	195	358	192
PSMG4	261	1260	471	299	1175	512	750	320	492	452
PSORS1C1	30	223	131	290	638	219	125	50	237	167
PSPC1	347	297	453	1380	4169	1240	1402	814	1821	1680
PSPH	391	238	506	1641	1522	415	507	310	562	387
PSPN	35	72	47	174	328	182	81	110	199	258
PSRC1	118	101	173	672	218	209	216	176	302	592
PSTK	40	86	57	257	178	128	101	75	140	103
PSTPIP1	62	38	180	564	90	211	238	100	348	235
PSTPIP2	138	69	198	315	1162	313	769	300	405	603
PTAFR	84	59	605	1400	334	653	550	608	1035	634
PTAR1	135	73	368	2747	987	1969	1841	1126	2284	1422
PTBP1	3691	8307	7064	16451	19263	15070	6983	5953	15671	18231
PTBP2	63	21	166	666	209	384	1704	1330	384	263
PTBP3	1261	669	1776	11879	12906	7606	4654	3722	8189	11991
PTCD1	90	414	292	459	373	405	168	155	318	269
PTCD2	112	115	258	461	523	280	365	285	416	247
PTCD3	1433	1093	1644	6970	4955	3049	2571	1654	3241	3077
PTCH1	397	1453	1668	1250	13025	4060	836	1060	3946	1955
PTCH2	28	67	85	221	54	114	37	86	86	26
PTDSS1	1249	1890	2177	6196	7438	2974	3222	2011	3952	3946
PTDSS2	463	1801	1079	1668	1120	1072	817	676	1018	924
PTEN	395	487	1220	3601	3345	4055	3187	3406	4547	5457
PTENP1	2	14	13	69	54	67	62	61	76	66
PTER	175	172	266	1488	1622	785	682	519	1316	1115
PTGDR	20	4	47	16	6	634	254	291	696	627
PTGDR2	15	80	70	104	30	389	91	290	501	275
PTGDS	113	223	1715	1568	94	1102	1380	1727	4061	740
PTGER2	39	155	103	205	81	380	287	272	575	470
PTGER3	42	15	251	171	152	186	604	526	187	122
PTGER4	182	748	824	901	205	3658	1654	1623	3793	2478
PTGES	395	93	208	1821	1979	233	471	375	380	373
PTGES2	1550	5418	2409	4112	2555	3511	2944	1679	3079	3549
PTGES2-AS1	15	29	6	12	53	12	2	5	7	1
PTGES3	3762	1975	5042	38689	37209	9695	14430	9057	10962	20607
PTGES3L	33	21	42	542	292	89	303	190	51	44
PTGES3P1	31	47	100	329	254	92	307	147	116	637
PTGES3P3	6	6	1	80	160	17	40	39	19	55
PTGFR	8	2	55	210	41	89	178	148	244	123
PTGFRN	1082	2007	2157	2576	2730	5740	4366	5982	5571	6497
PTGIR	47	17	94	108	41	31	133	112	46	55
PTGIS	96	38	782	465	254	508	1739	1670	510	512
PTGR1	493	259	970	1508	1630	1940	1385	1673	1406	1917
PTGR2	79	40	122	172	491	728	413	255	697	381
PTGS1	121	169	1308	691	353	2902	5423	8409	2431	2053
PTGS2	477	4	246	1555	35	1726	1020	422	93	91
PTHLH	10	4	94	120	44	35	220	48	60	12
PTK2	1149	1703	2028	3939	8805	3839	3503	2690	4740	4514
PTK2B	370	940	1810	2637	8564	6573	2464	2419	7800	7174
PTK6	711	2253	1559	1207	5299	6937	1928	1572	4414	5627
PTK7	1292	3761	1496	1234	11375	1253	584	571	1838	818
PTMA	11863	23397	19613	37310	77769	34709	48647	24061	51889	43876
PTMAP2	17	58	22	143	105	34	89	30	82	98
PTMAP4	20	1	39	167	62	38	56	25	38	35
PTMAP5	62	213	106	755	270	105	201	80	185	171
PTMS	5683	1775	7574	14128	20088	7486	11859	7517	9206	3455
PTN	18	2	260	87	134	535	1508	1022	767	304
PTOV1	1019	3502	2478	8133	6308	4107	2852	2341	3571	2447
PTOV1-AS1	66	81	113	850	390	375	287	270	386	430
PTOV1-AS2	31	93	47	146	67	158	23	16	90	13
PTP4A1	2059	828	3471	10990	9431	24539	10135	9168	16938	20189
PTP4A2	1780	1166	3173	11567	6688	10230	9604	5751	10767	11263
PTP4A3	1146	1777	1181	1717	5046	406	1682	646	400	396
PTPDC1	120	115	179	576	384	387	282	190	271	227
PTPLA	39	4	140	192	148	101	693	487	40	65
PTPLAD1	1914	2032	2292	9857	9764	2778	3628	2071	3867	3150
PTPLAD2	36	19	162	367	333	449	1084	634	489	388
PTPLB	615	481	910	3970	3909	4209	2683	2404	4687	5030
PTPMT1	246	233	393	865	988	460	931	395	582	506
PTPN1	950	1543	1824	3562	5208	3424	2379	1666	3569	3608
PTPN11	705	645	1405	3435	3775	4077	4391	3305	5168	4665
PTPN12	520	245	1383	3141	3516	2305	2029	1775	1766	2073
PTPN13	134	36	250	133	2620	402	376	489	321	214
PTPN14	118	62	376	386	1257	681	1026	1095	601	288
PTPN18	646	1949	2157	3727	3583	8063	3673	2557	7907	5281
PTPN2	200	94	352	2305	1057	1399	1566	667	1510	1435
PTPN21	120	226	435	383	726	2614	1127	1165	1987	1385
PTPN22	30	37	85	557	64	277	258	165	487	468
PTPN23	706	2681	1996	2709	4341	3875	1601	1552	4015	3514
PTPN3	678	1115	978	2138	7759	3418	1124	994	3235	3335
PTPN4	89	88	147	892	1116	527	467	420	670	717
PTPN6	789	1668	1681	4760	2534	2990	2388	1355	5217	3694
PTPN7	55	34	213	850	72	492	452	172	1389	687
PTPN9	443	626	1091	2153	3613	3152	2421	1713	3355	4075
PTPRA	895	2837	2001	3572	2990	3711	2464	2575	3787	4248
PTPRB	368	608	696	1362	1653	2526	1066	1795	2593	1504
PTPRC	226	21	868	4522	402	2307	3776	1683	8689	4192
PTPRD	403	621	520	48	1275	2148	873	488	2320	2924
PTPRD-AS1	15	8	21	4	71	64	106	30	122	52
PTPRE	299	541	878	2022	2869	1894	1350	819	1725	2626
PTPRF	4220	20045	10171	11669	7032	46746	8882	13846	39844	38521
PTPRG	266	295	875	851	2197	1342	1255	1551	1454	1601
PTPRH	502	1063	1135	3707	1767	8979	3454	3367	6779	12026
PTPRJ	310	514	1330	1951	4020	3179	1823	1453	4594	6573
PTPRK	909	2192	2645	5200	6790	7274	3041	3177	6922	6359
PTPRM	163	111	737	629	2172	1402	1152	1725	1178	485
PTPRN	105	11	119	53	371	125	328	408	123	112
PTPRN2	201	926	3411	805	4414	1660	1472	825	3510	880
PTPRO	684	639	5790	428	4796	1771	1077	277	2269	744
PTPRR	167	8	135	973	764	690	1196	821	1121	3387
PTPRS	134	376	861	242	239	905	547	1087	1121	444
PTPRU	110	97	286	408	1656	259	185	352	257	92
PTRF	1297	638	7297	4801	6261	6619	16131	21866	4813	4640
